Equipo ID,Estudiante ID,Nota Estudiante,Rol Dominante,Coordinador,Investigador de Recursos,Trabajador,Monitor Evaluador,Impulsor,Finalizador,Especialista,Cohesionador,Creativo
83,271,3.1,Investigador de Recursos,8.0,13.0,13.0,2.0,7.0,9.0,8.0,3.0,7.0
132,272,0.2,Especialista,8.0,7.0,7.0,9.0,4.0,8.0,13.0,8.0,5.0
359,273,1.9,Creativo,6.0,8.0,7.0,3.0,9.0,3.0,8.0,4.0,15.0
148,274,1.5,Coordinador,10.0,4.0,8.0,8.0,9.0,9.0,6.0,5.0,8.0
133,275,2.5,Investigador de Recursos,3.0,12.0,4.0,6.0,6.0,9.0,6.0,9.0,6.0
208,276,2.6,Finalizador,5.0,11.0,8.0,8.0,3.0,13.0,6.0,4.0,8.0
4,277,2.6,Trabajador,7.0,8.0,10.0,6.0,6.0,6.0,6.0,8.0,8.0
461,278,3.6,Finalizador,6.0,6.0,5.0,11.0,8.0,12.0,7.0,8.0,7.0
110,279,1.0,Coordinador,10.0,10.0,10.0,4.0,7.0,8.0,5.0,9.0,6.0
433,280,3.4,Coordinador,14.0,6.0,10.0,5.0,7.0,9.0,6.0,6.0,5.0
209,281,2.3,Trabajador,7.0,10.0,14.0,9.0,5.0,4.0,9.0,5.0,4.0
185,282,0.5,Creativo,6.0,6.0,4.0,8.0,10.0,5.0,7.0,7.0,12.0
444,283,4.0,Impulsor,5.0,5.0,10.0,8.0,13.0,10.0,5.0,11.0,4.0
482,284,1.9,Coordinador,15.0,7.0,2.0,8.0,9.0,11.0,5.0,7.0,6.0
477,285,2.2,Trabajador,9.0,3.0,12.0,8.0,4.0,9.0,7.0,11.0,9.0
165,286,4.0,Impulsor,2.0,4.0,8.0,9.0,13.0,6.0,7.0,11.0,5.0
211,287,0.7,Creativo,7.0,10.0,3.0,2.0,11.0,5.0,8.0,7.0,15.0
360,288,1.9,Trabajador,7.0,10.0,16.0,7.0,6.0,9.0,6.0,4.0,5.0
145,289,4.1,Finalizador,7.0,8.0,7.0,6.0,4.0,11.0,10.0,7.0,10.0
360,290,3.9,Finalizador,6.0,8.0,9.0,5.0,9.0,10.0,9.0,10.0,4.0
303,291,0.2,Trabajador,6.0,7.0,15.0,4.0,5.0,10.0,13.0,4.0,6.0
429,292,2.5,Creativo,6.0,8.0,8.0,9.0,6.0,5.0,4.0,8.0,13.0
465,293,0.9,Investigador de Recursos,7.0,9.0,7.0,9.0,6.0,8.0,9.0,6.0,9.0
300,294,3.3,Monitor Evaluador,4.0,14.0,3.0,19.0,7.0,6.0,4.0,6.0,4.0
430,295,2.9,Impulsor,7.0,8.0,4.0,10.0,12.0,4.0,8.0,8.0,5.0
435,296,0.5,Trabajador,8.0,9.0,11.0,6.0,6.0,10.0,5.0,6.0,7.0
295,297,4.8,Trabajador,8.0,6.0,13.0,1.0,11.0,8.0,7.0,9.0,6.0
235,298,4.5,Investigador de Recursos,3.0,12.0,11.0,6.0,8.0,7.0,4.0,7.0,10.0
477,299,0.4,Trabajador,6.0,9.0,10.0,8.0,8.0,6.0,9.0,3.0,7.0
340,300,4.6,Creativo,10.0,9.0,5.0,9.0,5.0,7.0,6.0,0.0,12.0
8,301,0.6,Cohesionador,6.0,10.0,8.0,9.0,5.0,2.0,5.0,11.0,10.0
369,302,0.3,Coordinador,13.0,6.0,7.0,4.0,8.0,8.0,5.0,8.0,10.0
118,303,0.3,Impulsor,8.0,3.0,8.0,10.0,11.0,7.0,8.0,8.0,6.0
412,304,1.7,Finalizador,9.0,9.0,8.0,4.0,6.0,11.0,8.0,7.0,8.0
308,305,1.9,Monitor Evaluador,8.0,9.0,6.0,12.0,7.0,5.0,9.0,8.0,7.0
188,306,1.2,Trabajador,11.0,6.0,12.0,9.0,6.0,5.0,2.0,9.0,4.0
116,307,3.3,Creativo,7.0,8.0,7.0,6.0,6.0,7.0,7.0,8.0,12.0
47,308,0.6,Finalizador,8.0,6.0,6.0,8.0,4.0,13.0,8.0,9.0,7.0
490,309,1.5,Creativo,6.0,10.0,8.0,11.0,3.0,8.0,5.0,7.0,12.0
395,310,0.4,Cohesionador,8.0,11.0,2.0,8.0,9.0,7.0,6.0,12.0,7.0
174,311,3.5,Investigador de Recursos,7.0,10.0,10.0,4.0,7.0,8.0,6.0,9.0,7.0
474,312,2.7,Cohesionador,10.0,10.0,4.0,9.0,6.0,4.0,6.0,11.0,7.0
475,313,3.1,Impulsor,10.0,8.0,5.0,8.0,11.0,8.0,9.0,6.0,3.0
124,314,3.1,Finalizador,9.0,8.0,6.0,7.0,4.0,13.0,9.0,4.0,9.0
392,315,3.1,Coordinador,13.0,8.0,8.0,5.0,4.0,6.0,12.0,4.0,6.0
73,316,3.9,Coordinador,11.0,8.0,9.0,5.0,8.0,8.0,6.0,4.0,11.0
16,317,3.3,Creativo,11.0,7.0,6.0,5.0,5.0,9.0,3.0,8.0,12.0
335,318,2.2,Monitor Evaluador,8.0,6.0,4.0,9.0,8.0,6.0,6.0,8.0,9.0
350,319,0.3,Trabajador,5.0,5.0,12.0,12.0,6.0,10.0,10.0,4.0,7.0
328,320,4.8,Impulsor,9.0,7.0,3.0,6.0,17.0,6.0,8.0,8.0,5.0
414,321,0.5,Investigador de Recursos,7.0,13.0,7.0,4.0,11.0,12.0,6.0,7.0,5.0
77,322,4.3,Creativo,10.0,6.0,5.0,5.0,6.0,4.0,10.0,8.0,14.0
29,323,4.2,Trabajador,6.0,3.0,11.0,7.0,6.0,7.0,7.0,7.0,11.0
159,324,4.9,Impulsor,5.0,9.0,7.0,8.0,10.0,5.0,8.0,7.0,9.0
301,325,3.4,Impulsor,8.0,6.0,6.0,6.0,11.0,9.0,6.0,5.0,10.0
398,326,0.6,Coordinador,12.0,5.0,8.0,9.0,6.0,6.0,6.0,9.0,4.0
208,327,5.0,Finalizador,2.0,6.0,7.0,8.0,8.0,11.0,8.0,5.0,11.0
437,328,4.1,Impulsor,7.0,8.0,6.0,5.0,13.0,8.0,6.0,7.0,9.0
168,329,4.4,Investigador de Recursos,11.0,12.0,7.0,2.0,9.0,4.0,9.0,11.0,5.0
430,330,4.7,Investigador de Recursos,4.0,12.0,10.0,7.0,9.0,9.0,3.0,10.0,7.0
160,331,0.7,Impulsor,6.0,7.0,5.0,11.0,13.0,7.0,10.0,2.0,7.0
456,332,1.0,Investigador de Recursos,4.0,12.0,9.0,7.0,8.0,8.0,6.0,4.0,7.0
20,333,4.4,Trabajador,8.0,7.0,16.0,4.0,5.0,10.0,5.0,7.0,7.0
303,334,3.5,Impulsor,12.0,7.0,8.0,7.0,13.0,6.0,7.0,7.0,3.0
102,335,1.3,Finalizador,5.0,8.0,7.0,6.0,4.0,13.0,10.0,4.0,11.0
160,336,0.5,Trabajador,5.0,7.0,10.0,8.0,4.0,10.0,9.0,8.0,3.0
199,337,1.7,Investigador de Recursos,5.0,14.0,12.0,7.0,7.0,2.0,4.0,10.0,5.0
88,338,2.4,Impulsor,4.0,9.0,6.0,9.0,16.0,10.0,8.0,8.0,3.0
267,339,4.6,Finalizador,10.0,7.0,4.0,7.0,8.0,11.0,5.0,9.0,5.0
142,340,3.7,Cohesionador,4.0,6.0,8.0,9.0,11.0,6.0,6.0,12.0,10.0
363,341,1.8,Coordinador,11.0,8.0,9.0,7.0,5.0,7.0,7.0,11.0,6.0
423,342,1.2,Creativo,5.0,6.0,8.0,4.0,9.0,8.0,10.0,5.0,11.0
467,343,0.9,Finalizador,5.0,5.0,3.0,7.0,10.0,14.0,7.0,7.0,9.0
151,344,0.2,Finalizador,9.0,4.0,8.0,8.0,6.0,10.0,7.0,9.0,5.0
203,345,1.7,Finalizador,8.0,4.0,9.0,7.0,10.0,13.0,6.0,8.0,3.0
157,346,1.1,Coordinador,12.0,5.0,4.0,9.0,10.0,11.0,6.0,3.0,11.0
439,347,1.1,Cohesionador,6.0,7.0,5.0,6.0,7.0,8.0,4.0,12.0,10.0
98,348,4.2,Monitor Evaluador,6.0,8.0,7.0,13.0,6.0,6.0,5.0,7.0,10.0
87,349,4.1,Cohesionador,6.0,9.0,5.0,4.0,7.0,9.0,8.0,12.0,7.0
66,350,1.1,Investigador de Recursos,7.0,15.0,6.0,8.0,7.0,4.0,9.0,4.0,11.0
408,351,2.6,Monitor Evaluador,6.0,6.0,6.0,14.0,7.0,8.0,9.0,10.0,6.0
246,352,2.0,Impulsor,5.0,6.0,8.0,4.0,11.0,7.0,6.0,9.0,11.0
36,353,0.5,Creativo,1.0,10.0,9.0,3.0,11.0,9.0,10.0,5.0,13.0
424,354,0.6,Impulsor,7.0,8.0,9.0,8.0,10.0,5.0,9.0,7.0,7.0
358,355,3.9,Monitor Evaluador,6.0,7.0,5.0,14.0,9.0,8.0,4.0,7.0,9.0
97,356,0.7,Finalizador,8.0,8.0,5.0,5.0,7.0,14.0,4.0,10.0,8.0
307,357,1.1,Creativo,10.0,12.0,6.0,6.0,3.0,5.0,6.0,6.0,14.0
163,358,1.7,Monitor Evaluador,4.0,7.0,6.0,12.0,7.0,6.0,7.0,9.0,11.0
368,359,1.0,Especialista,7.0,5.0,7.0,4.0,5.0,4.0,20.0,2.0,15.0
338,360,2.3,Investigador de Recursos,10.0,14.0,4.0,4.0,13.0,1.0,8.0,2.0,9.0
182,361,0.8,Investigador de Recursos,8.0,10.0,6.0,5.0,7.0,6.0,9.0,9.0,9.0
380,362,4.3,Coordinador,9.0,8.0,9.0,6.0,6.0,9.0,9.0,8.0,4.0
460,363,1.5,Investigador de Recursos,2.0,12.0,5.0,10.0,7.0,8.0,6.0,9.0,8.0
125,364,2.2,Investigador de Recursos,6.0,13.0,4.0,9.0,10.0,2.0,10.0,8.0,6.0
59,365,0.1,Cohesionador,9.0,9.0,4.0,7.0,9.0,8.0,3.0,12.0,6.0
210,366,2.6,Cohesionador,7.0,8.0,9.0,9.0,9.0,6.0,5.0,11.0,5.0
427,367,4.1,Impulsor,4.0,5.0,11.0,7.0,14.0,7.0,5.0,3.0,12.0
47,368,2.7,Monitor Evaluador,6.0,8.0,7.0,9.0,6.0,7.0,8.0,9.0,8.0
79,369,0.5,Finalizador,5.0,6.0,5.0,9.0,2.0,10.0,10.0,7.0,8.0
426,370,4.3,Coordinador,12.0,7.0,8.0,6.0,7.0,6.0,7.0,10.0,7.0
469,371,1.9,Cohesionador,8.0,3.0,4.0,11.0,6.0,6.0,7.0,15.0,7.0
70,372,3.0,Impulsor,6.0,4.0,8.0,5.0,14.0,4.0,9.0,12.0,6.0
372,373,2.2,Finalizador,3.0,6.0,8.0,6.0,5.0,12.0,9.0,8.0,7.0
236,374,0.6,Coordinador,15.0,5.0,8.0,2.0,9.0,6.0,8.0,6.0,9.0
169,375,3.2,Investigador de Recursos,6.0,13.0,9.0,5.0,8.0,7.0,3.0,12.0,9.0
132,376,2.7,Coordinador,10.0,10.0,4.0,9.0,9.0,7.0,6.0,10.0,3.0
113,377,3.8,Impulsor,6.0,6.0,4.0,7.0,13.0,8.0,4.0,12.0,6.0
444,378,0.1,Investigador de Recursos,8.0,11.0,5.0,8.0,10.0,7.0,8.0,4.0,6.0
418,379,1.2,Monitor Evaluador,12.0,8.0,4.0,14.0,9.0,2.0,8.0,7.0,6.0
411,380,0.9,Monitor Evaluador,8.0,5.0,5.0,10.0,6.0,9.0,6.0,10.0,10.0
148,381,1.4,Impulsor,4.0,6.0,4.0,7.0,14.0,7.0,12.0,9.0,8.0
209,382,4.2,Finalizador,10.0,3.0,4.0,9.0,5.0,13.0,8.0,5.0,8.0
439,383,0.0,Investigador de Recursos,6.0,11.0,8.0,8.0,5.0,6.0,8.0,8.0,6.0
314,384,0.4,Finalizador,6.0,8.0,9.0,8.0,8.0,16.0,3.0,4.0,8.0
413,385,4.0,Finalizador,6.0,4.0,9.0,9.0,5.0,11.0,10.0,6.0,5.0
400,386,3.9,Cohesionador,5.0,6.0,5.0,9.0,11.0,10.0,8.0,12.0,3.0
427,387,1.4,Creativo,2.0,7.0,7.0,4.0,9.0,8.0,10.0,8.0,12.0
267,388,4.6,Cohesionador,6.0,5.0,5.0,7.0,9.0,5.0,8.0,11.0,11.0
172,389,4.6,Impulsor,8.0,9.0,8.0,9.0,11.0,3.0,9.0,8.0,6.0
71,390,3.7,Especialista,7.0,4.0,8.0,10.0,10.0,5.0,11.0,8.0,4.0
487,391,3.9,Creativo,8.0,9.0,7.0,6.0,10.0,6.0,9.0,3.0,11.0
11,392,0.4,Impulsor,8.0,6.0,5.0,8.0,11.0,8.0,3.0,5.0,10.0
13,393,2.1,Impulsor,12.0,8.0,5.0,3.0,13.0,7.0,7.0,6.0,6.0
93,394,2.2,Monitor Evaluador,7.0,5.0,8.0,11.0,9.0,4.0,9.0,11.0,7.0
403,395,1.4,Trabajador,8.0,5.0,11.0,3.0,8.0,9.0,10.0,7.0,9.0
428,396,1.3,Finalizador,8.0,6.0,9.0,5.0,7.0,14.0,7.0,7.0,6.0
362,397,3.8,Impulsor,4.0,3.0,12.0,9.0,13.0,5.0,8.0,6.0,11.0
19,398,4.3,Trabajador,4.0,4.0,14.0,14.0,4.0,7.0,7.0,8.0,8.0
124,399,1.1,Coordinador,10.0,4.0,7.0,6.0,7.0,8.0,9.0,10.0,5.0
103,400,2.9,Investigador de Recursos,9.0,12.0,5.0,7.0,10.0,6.0,5.0,6.0,10.0
277,401,0.2,Monitor Evaluador,14.0,8.0,4.0,17.0,5.0,5.0,3.0,6.0,6.0
168,402,3.5,Creativo,10.0,6.0,4.0,2.0,10.0,9.0,7.0,6.0,13.0
366,403,0.0,Cohesionador,7.0,7.0,9.0,10.0,5.0,6.0,10.0,13.0,2.0
461,404,1.2,Trabajador,5.0,6.0,16.0,13.0,5.0,8.0,6.0,8.0,3.0
307,405,3.6,Creativo,9.0,8.0,9.0,10.0,6.0,7.0,3.0,6.0,11.0
377,406,1.8,Coordinador,13.0,7.0,7.0,6.0,8.0,7.0,13.0,5.0,4.0
342,407,3.8,Trabajador,5.0,10.0,12.0,10.0,8.0,6.0,8.0,8.0,4.0
215,408,1.0,Monitor Evaluador,11.0,4.0,8.0,14.0,4.0,7.0,11.0,2.0,6.0
116,409,1.2,Finalizador,6.0,8.0,7.0,8.0,5.0,10.0,6.0,8.0,8.0
284,410,3.3,Coordinador,11.0,4.0,9.0,10.0,8.0,6.0,2.0,6.0,10.0
239,411,1.9,Finalizador,7.0,8.0,8.0,6.0,7.0,11.0,8.0,7.0,7.0
261,412,4.8,Trabajador,9.0,9.0,11.0,9.0,5.0,9.0,4.0,8.0,6.0
249,413,4.4,Investigador de Recursos,8.0,12.0,8.0,2.0,10.0,6.0,8.0,8.0,6.0
251,414,3.3,Monitor Evaluador,8.0,12.0,7.0,13.0,8.0,6.0,4.0,9.0,5.0
86,415,4.0,Coordinador,12.0,7.0,8.0,6.0,5.0,6.0,10.0,5.0,9.0
293,416,3.7,Coordinador,14.0,10.0,9.0,4.0,5.0,10.0,7.0,5.0,2.0
170,417,0.9,Especialista,9.0,8.0,6.0,6.0,9.0,6.0,10.0,6.0,6.0
211,418,3.0,Creativo,8.0,8.0,7.0,3.0,9.0,6.0,8.0,5.0,11.0
451,419,0.7,Impulsor,7.0,7.0,5.0,3.0,17.0,9.0,7.0,3.0,10.0
186,420,4.9,Creativo,6.0,7.0,2.0,7.0,10.0,6.0,12.0,6.0,14.0
377,421,3.6,Investigador de Recursos,3.0,12.0,5.0,8.0,8.0,11.0,7.0,7.0,5.0
73,422,3.0,Impulsor,6.0,3.0,6.0,13.0,15.0,10.0,1.0,10.0,6.0
416,423,2.1,Impulsor,4.0,10.0,3.0,5.0,13.0,8.0,9.0,4.0,10.0
449,424,3.9,Trabajador,7.0,2.0,13.0,8.0,9.0,5.0,8.0,13.0,6.0
188,425,1.1,Impulsor,7.0,7.0,8.0,6.0,17.0,5.0,6.0,8.0,7.0
45,426,4.6,Coordinador,9.0,5.0,6.0,8.0,8.0,9.0,7.0,5.0,7.0
313,427,3.6,Trabajador,6.0,4.0,13.0,10.0,5.0,7.0,9.0,11.0,3.0
190,428,3.2,Creativo,5.0,5.0,10.0,7.0,3.0,5.0,10.0,6.0,14.0
492,429,0.6,Trabajador,2.0,7.0,11.0,6.0,9.0,7.0,6.0,11.0,10.0
24,430,1.9,Investigador de Recursos,9.0,12.0,6.0,7.0,12.0,8.0,7.0,3.0,8.0
479,431,2.4,Coordinador,10.0,7.0,10.0,7.0,9.0,5.0,6.0,8.0,8.0
389,432,1.1,Creativo,7.0,9.0,6.0,9.0,9.0,3.0,6.0,9.0,11.0
327,433,1.4,Creativo,8.0,6.0,11.0,9.0,3.0,6.0,7.0,5.0,12.0
358,434,2.5,Finalizador,9.0,10.0,7.0,8.0,0.0,12.0,9.0,6.0,7.0
84,435,0.0,Trabajador,8.0,4.0,10.0,3.0,8.0,8.0,8.0,10.0,8.0
207,436,1.7,Impulsor,11.0,10.0,3.0,5.0,14.0,5.0,7.0,2.0,10.0
165,437,1.3,Creativo,7.0,4.0,4.0,4.0,5.0,11.0,7.0,10.0,16.0
341,438,4.3,Cohesionador,8.0,6.0,11.0,4.0,6.0,6.0,10.0,14.0,7.0
224,439,3.0,Trabajador,8.0,8.0,10.0,8.0,9.0,10.0,5.0,2.0,7.0
313,440,2.9,Coordinador,13.0,12.0,8.0,4.0,3.0,12.0,1.0,7.0,8.0
440,441,1.9,Creativo,6.0,3.0,6.0,3.0,11.0,12.0,6.0,4.0,17.0
367,442,1.1,Cohesionador,9.0,11.0,10.0,4.0,7.0,6.0,2.0,12.0,8.0
390,443,4.2,Monitor Evaluador,5.0,4.0,9.0,10.0,10.0,8.0,4.0,10.0,8.0
251,444,0.7,Finalizador,5.0,6.0,6.0,10.0,7.0,14.0,10.0,11.0,4.0
493,445,0.5,Creativo,13.0,6.0,8.0,3.0,7.0,2.0,7.0,5.0,15.0
30,446,3.6,Finalizador,12.0,5.0,10.0,4.0,8.0,14.0,4.0,6.0,7.0
45,447,0.0,Coordinador,13.0,10.0,4.0,7.0,9.0,6.0,8.0,6.0,9.0
251,448,3.1,Coordinador,13.0,6.0,10.0,7.0,6.0,5.0,6.0,5.0,9.0
259,449,2.1,Trabajador,7.0,6.0,9.0,9.0,9.0,5.0,9.0,4.0,4.0
344,450,4.9,Monitor Evaluador,10.0,10.0,8.0,12.0,7.0,9.0,6.0,3.0,5.0
136,451,0.4,Investigador de Recursos,8.0,13.0,6.0,10.0,6.0,5.0,6.0,8.0,8.0
152,452,3.5,Cohesionador,8.0,4.0,7.0,9.0,7.0,6.0,8.0,10.0,6.0
26,453,1.8,Coordinador,16.0,5.0,3.0,9.0,9.0,4.0,6.0,5.0,8.0
19,454,3.7,Creativo,3.0,7.0,11.0,9.0,5.0,7.0,5.0,6.0,13.0
276,455,1.4,Coordinador,13.0,9.0,7.0,5.0,7.0,7.0,7.0,6.0,10.0
287,456,0.0,Especialista,6.0,8.0,7.0,10.0,6.0,9.0,11.0,4.0,9.0
467,457,1.8,Creativo,10.0,8.0,7.0,6.0,10.0,6.0,8.0,7.0,11.0
452,458,4.6,Creativo,7.0,3.0,9.0,8.0,6.0,11.0,6.0,6.0,13.0
17,459,1.9,Especialista,7.0,8.0,7.0,7.0,9.0,6.0,11.0,6.0,10.0
221,460,2.5,Trabajador,8.0,5.0,12.0,7.0,8.0,10.0,4.0,6.0,5.0
352,461,4.2,Impulsor,10.0,7.0,5.0,9.0,12.0,5.0,10.0,4.0,7.0
294,462,1.3,Creativo,7.0,8.0,3.0,6.0,3.0,10.0,10.0,7.0,14.0
85,463,3.3,Monitor Evaluador,7.0,7.0,4.0,13.0,8.0,3.0,5.0,10.0,11.0
221,464,0.1,Monitor Evaluador,6.0,7.0,8.0,15.0,2.0,7.0,8.0,8.0,5.0
204,465,0.6,Investigador de Recursos,10.0,15.0,4.0,6.0,11.0,4.0,9.0,3.0,4.0
303,466,3.8,Coordinador,11.0,9.0,3.0,5.0,7.0,9.0,11.0,6.0,9.0
235,467,3.8,Especialista,3.0,11.0,4.0,7.0,7.0,9.0,14.0,4.0,6.0
361,468,3.0,Coordinador,11.0,7.0,5.0,11.0,6.0,5.0,8.0,6.0,11.0
278,469,5.0,Monitor Evaluador,8.0,5.0,6.0,15.0,4.0,4.0,8.0,6.0,11.0
357,470,1.8,Impulsor,6.0,9.0,6.0,9.0,10.0,5.0,6.0,10.0,7.0
137,471,1.8,Impulsor,4.0,7.0,7.0,9.0,11.0,7.0,7.0,7.0,10.0
186,472,0.3,Finalizador,9.0,7.0,3.0,6.0,3.0,11.0,8.0,6.0,11.0
292,473,1.0,Creativo,5.0,7.0,6.0,5.0,8.0,8.0,8.0,6.0,15.0
142,474,3.4,Cohesionador,10.0,7.0,6.0,5.0,10.0,8.0,5.0,12.0,6.0
91,475,3.8,Cohesionador,8.0,6.0,8.0,4.0,7.0,7.0,9.0,11.0,7.0
234,476,3.4,Investigador de Recursos,9.0,11.0,10.0,7.0,9.0,1.0,6.0,10.0,4.0
261,477,1.6,Creativo,7.0,6.0,5.0,2.0,9.0,5.0,5.0,12.0,13.0
62,478,4.2,Creativo,9.0,5.0,6.0,9.0,8.0,8.0,9.0,6.0,10.0
371,479,1.9,Finalizador,8.0,4.0,4.0,6.0,5.0,13.0,5.0,12.0,10.0
227,480,4.5,Creativo,5.0,4.0,7.0,4.0,10.0,8.0,10.0,6.0,11.0
82,481,2.2,Cohesionador,6.0,5.0,9.0,5.0,7.0,6.0,8.0,13.0,7.0
93,482,3.1,Investigador de Recursos,8.0,11.0,11.0,5.0,7.0,4.0,5.0,10.0,5.0
453,483,2.7,Coordinador,12.0,9.0,9.0,8.0,9.0,5.0,5.0,6.0,8.0
352,484,4.2,Investigador de Recursos,7.0,15.0,3.0,7.0,8.0,10.0,11.0,5.0,3.0
465,485,0.1,Monitor Evaluador,10.0,5.0,8.0,11.0,8.0,6.0,8.0,10.0,2.0
232,486,2.2,Investigador de Recursos,9.0,13.0,4.0,5.0,10.0,10.0,6.0,6.0,6.0
494,487,0.3,Especialista,6.0,7.0,8.0,3.0,10.0,11.0,13.0,8.0,6.0
442,488,2.8,Cohesionador,7.0,8.0,3.0,4.0,11.0,3.0,12.0,14.0,5.0
207,489,0.7,Especialista,3.0,8.0,4.0,7.0,9.0,10.0,15.0,5.0,7.0
259,490,4.9,Trabajador,6.0,6.0,10.0,6.0,9.0,9.0,7.0,8.0,7.0
261,491,5.0,Trabajador,7.0,6.0,11.0,7.0,5.0,10.0,5.0,10.0,6.0
249,492,1.8,Monitor Evaluador,8.0,6.0,8.0,14.0,4.0,9.0,6.0,5.0,7.0
68,493,0.7,Investigador de Recursos,10.0,15.0,2.0,8.0,10.0,7.0,2.0,6.0,8.0
107,494,1.1,Finalizador,6.0,4.0,5.0,10.0,5.0,14.0,11.0,10.0,2.0
127,495,1.8,Monitor Evaluador,9.0,8.0,5.0,11.0,6.0,10.0,6.0,8.0,3.0
426,496,2.3,Especialista,8.0,8.0,10.0,5.0,5.0,7.0,13.0,7.0,3.0
173,497,4.1,Coordinador,10.0,5.0,7.0,5.0,10.0,7.0,10.0,7.0,7.0
74,498,1.8,Investigador de Recursos,5.0,15.0,8.0,2.0,11.0,6.0,8.0,6.0,7.0
359,499,4.8,Creativo,8.0,7.0,11.0,4.0,6.0,4.0,6.0,7.0,15.0
257,500,1.3,Monitor Evaluador,7.0,8.0,7.0,9.0,5.0,5.0,9.0,9.0,9.0
21,501,0.8,Cohesionador,8.0,6.0,6.0,9.0,10.0,9.0,6.0,11.0,7.0
384,502,1.8,Trabajador,4.0,8.0,14.0,6.0,7.0,8.0,5.0,10.0,6.0
74,503,0.3,Investigador de Recursos,7.0,13.0,9.0,7.0,3.0,8.0,8.0,8.0,6.0
117,504,2.5,Investigador de Recursos,4.0,11.0,8.0,10.0,5.0,11.0,7.0,4.0,6.0
148,505,4.4,Cohesionador,8.0,7.0,7.0,9.0,7.0,10.0,6.0,11.0,5.0
5,506,4.8,Monitor Evaluador,6.0,7.0,7.0,11.0,9.0,11.0,7.0,2.0,9.0
463,507,2.2,Coordinador,15.0,4.0,7.0,9.0,13.0,3.0,4.0,4.0,7.0
220,508,2.7,Cohesionador,2.0,10.0,5.0,8.0,8.0,10.0,6.0,11.0,10.0
118,509,0.8,Coordinador,13.0,10.0,6.0,13.0,9.0,3.0,4.0,5.0,5.0
308,510,5.0,Investigador de Recursos,8.0,13.0,7.0,4.0,5.0,7.0,8.0,11.0,7.0
159,511,4.8,Monitor Evaluador,10.0,8.0,9.0,12.0,6.0,5.0,7.0,9.0,6.0
38,512,1.4,Especialista,5.0,8.0,7.0,5.0,10.0,8.0,13.0,8.0,1.0
307,513,4.2,Creativo,9.0,7.0,6.0,7.0,6.0,8.0,4.0,8.0,11.0
312,514,1.1,Creativo,9.0,5.0,7.0,6.0,6.0,8.0,5.0,4.0,17.0
41,515,0.9,Cohesionador,6.0,6.0,3.0,10.0,10.0,10.0,5.0,12.0,4.0
241,516,1.6,Cohesionador,7.0,8.0,10.0,10.0,4.0,8.0,8.0,13.0,3.0
387,517,2.5,Investigador de Recursos,6.0,13.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0
330,518,2.2,Impulsor,11.0,6.0,8.0,7.0,12.0,6.0,4.0,4.0,7.0
121,519,2.8,Impulsor,6.0,7.0,6.0,9.0,13.0,8.0,5.0,9.0,7.0
198,520,2.2,Trabajador,7.0,9.0,10.0,8.0,9.0,3.0,8.0,6.0,8.0
422,521,2.5,Monitor Evaluador,3.0,8.0,0.0,14.0,7.0,10.0,7.0,10.0,11.0
451,522,1.5,Investigador de Recursos,7.0,11.0,5.0,8.0,8.0,7.0,6.0,7.0,10.0
313,523,3.1,Investigador de Recursos,5.0,20.0,3.0,7.0,14.0,4.0,4.0,8.0,2.0
367,524,4.7,Finalizador,10.0,8.0,9.0,5.0,5.0,18.0,4.0,6.0,7.0
276,525,4.9,Especialista,4.0,5.0,9.0,4.0,7.0,10.0,11.0,9.0,5.0
252,526,0.6,Impulsor,7.0,10.0,4.0,7.0,11.0,2.0,10.0,5.0,3.0
99,527,3.8,Investigador de Recursos,6.0,12.0,9.0,8.0,8.0,5.0,5.0,7.0,8.0
160,528,3.8,Impulsor,9.0,3.0,7.0,9.0,11.0,8.0,5.0,10.0,7.0
390,529,2.5,Cohesionador,6.0,8.0,10.0,7.0,7.0,7.0,6.0,11.0,3.0
180,530,1.7,Monitor Evaluador,3.0,4.0,11.0,16.0,5.0,11.0,4.0,10.0,4.0
323,531,2.9,Finalizador,10.0,9.0,10.0,5.0,6.0,11.0,8.0,3.0,5.0
434,532,1.7,Cohesionador,12.0,2.0,8.0,7.0,6.0,9.0,4.0,13.0,7.0
41,533,0.9,Finalizador,9.0,6.0,7.0,4.0,8.0,11.0,3.0,8.0,10.0
52,534,1.9,Trabajador,10.0,4.0,12.0,6.0,2.0,7.0,7.0,5.0,12.0
201,535,2.8,Finalizador,2.0,8.0,11.0,8.0,7.0,13.0,4.0,9.0,5.0
450,536,2.7,Creativo,8.0,8.0,7.0,8.0,9.0,1.0,5.0,10.0,13.0
279,537,0.9,Impulsor,5.0,6.0,7.0,8.0,10.0,10.0,8.0,9.0,8.0
477,538,1.1,Impulsor,6.0,4.0,6.0,7.0,11.0,7.0,10.0,11.0,6.0
386,539,4.4,Especialista,8.0,4.0,6.0,10.0,7.0,7.0,14.0,5.0,6.0
179,540,4.9,Investigador de Recursos,9.0,11.0,6.0,6.0,4.0,9.0,6.0,5.0,11.0
384,541,2.0,Monitor Evaluador,4.0,9.0,7.0,17.0,5.0,11.0,6.0,8.0,3.0
255,542,4.9,Impulsor,5.0,9.0,5.0,7.0,13.0,12.0,3.0,8.0,8.0
119,543,2.5,Monitor Evaluador,5.0,4.0,5.0,16.0,4.0,14.0,7.0,4.0,7.0
